,index,from_npi,to_npi,patient_count,transaction_count,average_day_wait,std_day_wait,from_zip,from_npi_specialty,from_entity_type_code,to_zip,to_npi_specialty,to_entity_type_code,to_facility,to_facility_group,to_facility_name_normalised
77,2243048,1295952505,1861479545,68,126,21.865,42.882,38401,Nurse Practitioner,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
78,2243051,1316054133,1861479545,681,1182,24.794,42.564,38401,Internal Medicine,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
79,2243052,1316050586,1861479545,158,228,30.329,49.569,38401,Physician Assistant,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
80,2243056,1265809305,1861479545,439,605,32.461,51.513,38401,Nurse Practitioner,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
81,2243057,1265753339,1861479545,397,458,18.301,52.612,38401,Psychiatry & Neurology,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
82,3665191,1316934813,1861479545,47,80,33.963,60.819,37067,Orthopaedic Surgery,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
83,3665192,1316902703,1861479545,56,59,23.593,36.499,37232,Radiology,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
84,3665196,1316949191,1861479545,2842,3224,11.346,38.649,38401,Radiology,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
85,3665197,1316975485,1861479545,75,113,46.212,50.736,37232,Internal Medicine,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
86,3665199,1326101924,1861479545,776,1055,33.298,52.281,37232,Internal Medicine,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
87,3665203,1346477221,1861479545,59,98,7.02,10.979,38401,Anesthesiology,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
88,3665206,1356304984,1861479545,46,97,22.825,34.556,37174,Family Medicine,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
89,3665208,1336200385,1861479545,341,433,5.887,20.646,38401,Internal Medicine,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
90,3665209,1336144245,1861479545,149,282,12.741,37.079,38401,Neurological Surgery,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
91,3665213,1346283975,1861479545,261,287,0.557,1.585,37211,Physician Assistant,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
92,3665214,1346318433,1861479545,39,79,20.62,24.29,38402,Counselor,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
93,3665215,1346291952,1861479545,126,441,1.569,5.65,38401,Family Medicine,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
94,3665216,1346226503,1861479545,377,386,1.472,6.277,37067,Anesthesiology,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
95,3665218,1336416189,1861479545,46,51,14.373,38.288,38401,Nurse Practitioner,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
96,4132732,1467428680,1861479545,449,842,29.247,52.31,38401,Family Medicine,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
97,4132733,1467418087,1861479545,716,928,20.73,51.57,38401,Internal Medicine,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
98,4132734,1467406314,1861479545,1141,1369,23.663,49.422,37232,Internal Medicine,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
99,4132737,1477640589,1861479545,54,56,48.429,56.528,37232,Internal Medicine,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
100,4132738,1477549491,1861479545,164,165,2.655,13.315,37205,Anesthesiology,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
101,4132739,1487749446,1861479545,44,84,20.238,40.581,38474,Family Medicine,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
102,4132740,1487903985,1861479545,305,308,1.256,4.017,38401,Specialist,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
103,4132744,1457430613,1861479545,165,263,25.749,46.509,38401,Nurse Practitioner,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
104,4132746,1457471641,1861479545,48,64,21.453,30.637,38401,Nurse Practitioner,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
105,4132748,1457351165,1861479545,60,62,6.113,29.778,37232,Emergency Medicine,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
106,4132749,1487726709,1861479545,66,122,28.934,27.96,38401,Psychiatry & Neurology,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
107,4132750,1487680237,1861479545,45,53,42.604,47.403,37064,Podiatrist,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
108,6886496,1356786669,1861479545,271,309,1.456,6.124,37232,Internal Medicine,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
109,6886497,1366548471,1861479545,464,499,0.325,2.084,38401,"Nurse Anesthetist, Certified Registered",1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
110,6886499,1366599243,1861479545,1868,2059,12.249,40.841,38401,Radiology,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
111,6886502,1386710051,1861479545,372,434,3.152,7.531,38401,Internal Medicine,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
112,6886503,1386729085,1861479545,140,191,49.257,48.402,37203,Ophthalmology,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
113,6886504,1386698058,1861479545,335,376,21.271,52.43,37129,Family Medicine,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
114,6886506,1386600906,1861479545,598,794,18.427,48.982,38401,Internal Medicine,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
115,6886507,1376965129,1861479545,310,317,17.574,46.13,38401,Physician Assistant,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
116,6886511,1366777864,1861479545,237,252,39.46,61.942,37205,"Nurse Anesthetist, Certified Registered",1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
117,6886513,1376508374,1861479545,1271,1657,11.188,41.192,38401,Internal Medicine,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
118,6886516,1376635052,1861479545,389,609,28.752,51.975,38474,Family Medicine,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
119,8261575,1073566212,1861479545,383,561,39.424,63.022,38401,Orthopaedic Surgery,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
120,8261588,1063449627,1861479545,219,222,2.108,10.623,38401,Specialist,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
121,8261592,1053421941,1861479545,37,55,47.382,48.405,37211,Podiatrist,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
122,8261599,1043484447,1861479545,410,689,27.284,50.696,38401,Orthopaedic Surgery,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
123,8261600,1043480676,1861479545,63,78,28.282,50.742,38401,Nurse Practitioner,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
124,8261601,1043475288,1861479545,205,309,30.133,54.643,37232,Psychiatry & Neurology,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
125,8261606,1073905774,1861479545,113,165,37.255,54.943,37067,Nurse Practitioner,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
126,8261607,1083606248,1861479545,126,174,44.006,48.468,37205,Internal Medicine,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
127,8261608,1083601397,1861479545,79,117,43.872,59.308,37067,Orthopaedic Surgery,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
128,8261609,1083710172,1861479545,432,464,0.688,4.32,38401,"Nurse Anesthetist, Certified Registered",1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
129,9356435,1689891889,1861479545,186,203,1.892,4.711,38401,Internal Medicine,1.0,38401,General Acute Care Hospital,2.0,MAURY REGIONAL HOSPITAL,Maury Regional Medical Center,Maury Regional Medical Center
